clsid,length,longitude,latitude,wetland_type,erosion_type,id_citycluster,id_river,id_floodplain,id_nonopencoast,id_nextcoast,id_gadm1,id_island
"10196",4.41065692901611,-5.09166666666667,58.2591666666667,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10197",0.97584456205368,-5.05666666666666,58.2458333333333,"-9999","-9999","-9999","-9999","-9999","116","-1","1082","70"
"10198",1.85512948036194,-5.03833333333333,58.2475,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10199",0.426351189613342,-5.0275,58.2525,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"102",0.887742638587952,-1.6125,59.5308333333333,"-9999","-9999","-9999","-9999","-9999","7","7","1082","7"
"1020",1.74951672554016,-3.14666666666666,58.7916666666667,"-9999","-9999","-9999","-9999","-9999","65","65","1082","65"
"10200",0.689402341842651,-5.0225,58.2566666666667,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10201",0.423344969749451,-5.01916666666667,58.25375,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10202",1.23855757713318,-5.0125,58.2558333333333,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10203",1.11978423595428,-5.00333333333333,58.2433333333333,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10204",0.70340770483017,-4.99666666666667,58.24,"-9999","-9999","-9999","-9999","195","70","-1","1082","70"
"10205",5.3339376449585,-4.96166666666667,58.2258333333333,"-9999","-9999","-9999","-9999","-9999","70","-1","1082","70"
"10206",0.702914893627167,-4.94666666666667,58.225,"-9999","-9999","-9999","-9999","-9999","70","70","1082","70"
"10207",0.765906810760498,-4.9525,58.2283333333333,"-9999","-9999","-9999","-9999","201","70","70","1082","70"
"10208",0.325234651565552,-4.94833333333333,58.23125,"-9999","-9999","-9999","-9999","201","70","-1","1082","70"
